Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Avg Temp,Avg Temp Flag
,deg,deg,ft,,,,Degrees F,
Ada,47.3211,-96.5139,910,2021,3,19,40.395,
Ada,47.3211,-96.5139,910,2021,3,20,50.546,
Ada,47.3211,-96.5139,910,2021,3,21,42.461,
Ada,47.3211,-96.5139,910,2021,3,22,35.165,
Ada,47.3211,-96.5139,910,2021,3,23,41.917,
Ada,47.3211,-96.5139,910,2021,3,24,35.079,
Ada,47.3211,-96.5139,910,2021,3,25,35.807,
Ada,47.3211,-96.5139,910,2021,3,26,36.946,
Ada,47.3211,-96.5139,910,2021,3,27,33.897,
Ada,47.3211,-96.5139,910,2021,3,28,29.255,
Ada,47.3211,-96.5139,910,2021,3,29,52.874,
Ada,47.3211,-96.5139,910,2021,3,30,22.523,
Ada,47.3211,-96.5139,910,2021,3,31,22.283,
Ada,47.3211,-96.5139,910,2021,4,1,33.035,
Ada,47.3211,-96.5139,910,2021,4,2,51.745,
Ada,47.3211,-96.5139,910,2021,4,3,47.205,
Ada,47.3211,-96.5139,910,2021,4,4,49.346,
Ada,47.3211,-96.5139,910,2021,4,5,53.942,
Ada,47.3211,-96.5139,910,2021,4,6,41.349,
Ada,47.3211,-96.5139,910,2021,4,7,48.477,
Ada,47.3211,-96.5139,910,2021,4,8,41.995,
Ada,47.3211,-96.5139,910,2021,4,9,42.512,
Ada,47.3211,-96.5139,910,2021,4,10,42.373,
Ada,47.3211,-96.5139,910,2021,4,11,42.572,
Ada,47.3211,-96.5139,910,2021,4,12,33.869,
Ada,47.3211,-96.5139,910,2021,4,13,27.028,
Ada,47.3211,-96.5139,910,2021,4,14,29.784,
Ada,47.3211,-96.5139,910,2021,4,15,35.866,
Ada,47.3211,-96.5139,910,2021,4,16,42.83,
Ada,47.3211,-96.5139,910,2021,4,17,42.302,
Adams,48.499814,-98.075869,1580,2021,3,19,41.127,
Adams,48.499814,-98.075869,1580,2021,3,20,46.151,
Adams,48.499814,-98.075869,1580,2021,3,21,41.92,
Adams,48.499814,-98.075869,1580,2021,3,22,32.738,
Adams,48.499814,-98.075869,1580,2021,3,23,38.157,
Adams,48.499814,-98.075869,1580,2021,3,24,27.644,
Adams,48.499814,-98.075869,1580,2021,3,25,34.547,
Adams,48.499814,-98.075869,1580,2021,3,26,37.03,
Adams,48.499814,-98.075869,1580,2021,3,27,30.143,
Adams,48.499814,-98.075869,1580,2021,3,28,27.51,
Adams,48.499814,-98.075869,1580,2021,3,29,46.69,
Adams,48.499814,-98.075869,1580,2021,3,30,17.232,
Adams,48.499814,-98.075869,1580,2021,3,31,17.499,
Adams,48.499814,-98.075869,1580,2021,4,1,36.122,
Adams,48.499814,-98.075869,1580,2021,4,2,49.708,
Adams,48.499814,-98.075869,1580,2021,4,3,48.467,
Adams,48.499814,-98.075869,1580,2021,4,4,47.134,
Adams,48.499814,-98.075869,1580,2021,4,5,49.199,
Adams,48.499814,-98.075869,1580,2021,4,6,38.79,
Adams,48.499814,-98.075869,1580,2021,4,7,43.695,
Adams,48.499814,-98.075869,1580,2021,4,8,39.932,
Adams,48.499814,-98.075869,1580,2021,4,9,39.973,
Adams,48.499814,-98.075869,1580,2021,4,10,40.359,
Adams,48.499814,-98.075869,1580,2021,4,11,41.64,
Adams,48.499814,-98.075869,1580,2021,4,12,28.774,
Adams,48.499814,-98.075869,1580,2021,4,13,23.594,
Adams,48.499814,-98.075869,1580,2021,4,14,25.599,
Adams,48.499814,-98.075869,1580,2021,4,15,32.965,
Adams,48.499814,-98.075869,1580,2021,4,16,34.872,
Adams,48.499814,-98.075869,1580,2021,4,17,39.49,
Alamo,48.54651,-103.471843,2157,2021,3,19,44.493,
Alamo,48.54651,-103.471843,2157,2021,3,20,40.963,
Alamo,48.54651,-103.471843,2157,2021,3,21,34.386,
Alamo,48.54651,-103.471843,2157,2021,3,22,34.841,
Alamo,48.54651,-103.471843,2157,2021,3,23,34.433,
Alamo,48.54651,-103.471843,2157,2021,3,24,30.758,
Alamo,48.54651,-103.471843,2157,2021,3,25,42.647,
Alamo,48.54651,-103.471843,2157,2021,3,26,34.114,
Alamo,48.54651,-103.471843,2157,2021,3,27,29.087,
Alamo,48.54651,-103.471843,2157,2021,3,28,40.559,
Alamo,48.54651,-103.471843,2157,2021,3,29,32.342,
Alamo,48.54651,-103.471843,2157,2021,3,30,10.801,
Alamo,48.54651,-103.471843,2157,2021,3,31,20.231,
Alamo,48.54651,-103.471843,2157,2021,4,1,46.146,
Alamo,48.54651,-103.471843,2157,2021,4,2,47.773,
Alamo,48.54651,-103.471843,2157,2021,4,3,49.344,
Alamo,48.54651,-103.471843,2157,2021,4,4,47.253,
Alamo,48.54651,-103.471843,2157,2021,4,5,39.7,
Alamo,48.54651,-103.471843,2157,2021,4,6,39.264,
Alamo,48.54651,-103.471843,2157,2021,4,7,43.507,
Alamo,48.54651,-103.471843,2157,2021,4,8,47.435,
Alamo,48.54651,-103.471843,2157,2021,4,9,39.063,
Alamo,48.54651,-103.471843,2157,2021,4,10,45.371,
Alamo,48.54651,-103.471843,2157,2021,4,11,35.851,
Alamo,48.54651,-103.471843,2157,2021,4,12,26.866,
Alamo,48.54651,-103.471843,2157,2021,4,13,22.67,
Alamo,48.54651,-103.471843,2157,2021,4,14,24.986,
Alamo,48.54651,-103.471843,2157,2021,4,15,32.036,
Alamo,48.54651,-103.471843,2157,2021,4,16,35.56,
Alamo,48.54651,-103.471843,2157,2021,4,17,39.319,
Amidon,46.48849,-103.31629,2882,2021,3,19,44.807,
Amidon,46.48849,-103.31629,2882,2021,3,20,49.566,
Amidon,46.48849,-103.31629,2882,2021,3,21,37.211,
Amidon,46.48849,-103.31629,2882,2021,3,22,40.296,
Amidon,46.48849,-103.31629,2882,2021,3,23,40.348,
Amidon,46.48849,-103.31629,2882,2021,3,24,38.535,
Amidon,46.48849,-103.31629,2882,2021,3,25,42.422,
Amidon,46.48849,-103.31629,2882,2021,3,26,35.464,
Amidon,46.48849,-103.31629,2882,2021,3,27,30.797,
Amidon,46.48849,-103.31629,2882,2021,3,28,44.97,
Amidon,46.48849,-103.31629,2882,2021,3,29,39.976,
Amidon,46.48849,-103.31629,2882,2021,3,30,19.65,
Amidon,46.48849,-103.31629,2882,2021,3,31,28.166,
Amidon,46.48849,-103.31629,2882,2021,4,1,46.863,
Amidon,46.48849,-103.31629,2882,2021,4,2,54.233,
Amidon,46.48849,-103.31629,2882,2021,4,3,55.888,
Amidon,46.48849,-103.31629,2882,2021,4,4,51.814,
Amidon,46.48849,-103.31629,2882,2021,4,5,42.338,
Amidon,46.48849,-103.31629,2882,2021,4,6,40.356,
Amidon,46.48849,-103.31629,2882,2021,4,7,42.268,
Amidon,46.48849,-103.31629,2882,2021,4,8,48.238,
Amidon,46.48849,-103.31629,2882,2021,4,9,39.459,
Amidon,46.48849,-103.31629,2882,2021,4,10,50.874,
Amidon,46.48849,-103.31629,2882,2021,4,11,36.887,
Amidon,46.48849,-103.31629,2882,2021,4,12,27.668,
Amidon,46.48849,-103.31629,2882,2021,4,13,26.209,
Amidon,46.48849,-103.31629,2882,2021,4,14,27.91,
Amidon,46.48849,-103.31629,2882,2021,4,15,32.473,
Amidon,46.48849,-103.31629,2882,2021,4,16,33.978,
Amidon,46.48849,-103.31629,2882,2021,4,17,37.526,
Arnegard,47.93947,-103.45559,2254,2021,3,19,47.843,
Arnegard,47.93947,-103.45559,2254,2021,3,20,48.018,
Arnegard,47.93947,-103.45559,2254,2021,3,21,41.262,
Arnegard,47.93947,-103.45559,2254,2021,3,22,40.95,
Arnegard,47.93947,-103.45559,2254,2021,3,23,40.479,
Arnegard,47.93947,-103.45559,2254,2021,3,24,34.29,
Arnegard,47.93947,-103.45559,2254,2021,3,25,43.798,
Arnegard,47.93947,-103.45559,2254,2021,3,26,35.345,
Arnegard,47.93947,-103.45559,2254,2021,3,27,31.991,
Arnegard,47.93947,-103.45559,2254,2021,3,28,45.523,
Arnegard,47.93947,-103.45559,2254,2021,3,29,36.811,
Arnegard,47.93947,-103.45559,2254,2021,3,30,16.437,
Arnegard,47.93947,-103.45559,2254,2021,3,31,26.448,
Arnegard,47.93947,-103.45559,2254,2021,4,1,48.286,
Arnegard,47.93947,-103.45559,2254,2021,4,2,54.586,
Arnegard,47.93947,-103.45559,2254,2021,4,3,58.794,
Arnegard,47.93947,-103.45559,2254,2021,4,4,53.126,
Arnegard,47.93947,-103.45559,2254,2021,4,5,48.391,
Arnegard,47.93947,-103.45559,2254,2021,4,6,46.139,
Arnegard,47.93947,-103.45559,2254,2021,4,7,49.446,
Arnegard,47.93947,-103.45559,2254,2021,4,8,54.783,
Arnegard,47.93947,-103.45559,2254,2021,4,9,44,
Arnegard,47.93947,-103.45559,2254,2021,4,10,51.622,
Arnegard,47.93947,-103.45559,2254,2021,4,11,37.15,
Arnegard,47.93947,-103.45559,2254,2021,4,12,26.762,
Arnegard,47.93947,-103.45559,2254,2021,4,13,23.196,
Arnegard,47.93947,-103.45559,2254,2021,4,14,25.048,
Arnegard,47.93947,-103.45559,2254,2021,4,15,32.803,
Arnegard,47.93947,-103.45559,2254,2021,4,16,40.802,
Arnegard,47.93947,-103.45559,2254,2021,4,17,44.885,
Baker,48.167,-99.648,1680,2021,3,19,42.674,
Baker,48.167,-99.648,1680,2021,3,20,45.596,
Baker,48.167,-99.648,1680,2021,3,21,43.082,
Baker,48.167,-99.648,1680,2021,3,22,37.304,
Baker,48.167,-99.648,1680,2021,3,23,36.117,
Baker,48.167,-99.648,1680,2021,3,24,29.348,
Baker,48.167,-99.648,1680,2021,3,25,38.618,
Baker,48.167,-99.648,1680,2021,3,26,35.477,
Baker,48.167,-99.648,1680,2021,3,27,30.909,
Baker,48.167,-99.648,1680,2021,3,28,35.474,
Baker,48.167,-99.648,1680,2021,3,29,41.361,
Baker,48.167,-99.648,1680,2021,3,30,20.093,
Baker,48.167,-99.648,1680,2021,3,31,21.968,
Baker,48.167,-99.648,1680,2021,4,1,38.633,
Baker,48.167,-99.648,1680,2021,4,2,48.908,
Baker,48.167,-99.648,1680,2021,4,3,54.135,
Baker,48.167,-99.648,1680,2021,4,4,46.589,
Baker,48.167,-99.648,1680,2021,4,5,49.062,
Baker,48.167,-99.648,1680,2021,4,6,41.913,
Baker,48.167,-99.648,1680,2021,4,7,44.693,
Baker,48.167,-99.648,1680,2021,4,8,45.585,
Baker,48.167,-99.648,1680,2021,4,9,42.121,
Baker,48.167,-99.648,1680,2021,4,10,44.157,
Baker,48.167,-99.648,1680,2021,4,11,45.75,
Baker,48.167,-99.648,1680,2021,4,12,29.343,
Baker,48.167,-99.648,1680,2021,4,13,22.719,
Baker,48.167,-99.648,1680,2021,4,14,26.28,
Baker,48.167,-99.648,1680,2021,4,15,32.624,
Baker,48.167,-99.648,1680,2021,4,16,36.428,
Baker,48.167,-99.648,1680,2021,4,17,41.961,
Beach,46.789,-103.966,2932,2021,3,19,43.925,
Beach,46.789,-103.966,2932,2021,3,20,47.534,
Beach,46.789,-103.966,2932,2021,3,21,38.437,
Beach,46.789,-103.966,2932,2021,3,22,39.247,
Beach,46.789,-103.966,2932,2021,3,23,36.548,
Beach,46.789,-103.966,2932,2021,3,24,35.655,
Beach,46.789,-103.966,2932,2021,3,25,38.375,
Beach,46.789,-103.966,2932,2021,3,26,35.379,
Beach,46.789,-103.966,2932,2021,3,27,31.936,
Beach,46.789,-103.966,2932,2021,3,28,44.818,
Beach,46.789,-103.966,2932,2021,3,29,35.845,
Beach,46.789,-103.966,2932,2021,3,30,18.532,
Beach,46.789,-103.966,2932,2021,3,31,29.993,
Beach,46.789,-103.966,2932,2021,4,1,44.238,
Beach,46.789,-103.966,2932,2021,4,2,54.113,
Beach,46.789,-103.966,2932,2021,4,3,53.235,
Beach,46.789,-103.966,2932,2021,4,4,55.632,
Beach,46.789,-103.966,2932,2021,4,5,44.791,
Beach,46.789,-103.966,2932,2021,4,6,42.555,
Beach,46.789,-103.966,2932,2021,4,7,46.341,
Beach,46.789,-103.966,2932,2021,4,8,49.134,
Beach,46.789,-103.966,2932,2021,4,9,40.418,
Beach,46.789,-103.966,2932,2021,4,10,44.967,
Beach,46.789,-103.966,2932,2021,4,11,33.403,
Beach,46.789,-103.966,2932,2021,4,12,26.87,
Beach,46.789,-103.966,2932,2021,4,13,24.574,
Beach,46.789,-103.966,2932,2021,4,14,25.354,
Beach,46.789,-103.966,2932,2021,4,15,31.502,
Beach,46.789,-103.966,2932,2021,4,16,38.622,
Beach,46.789,-103.966,2932,2021,4,17,41.709,
Becker,45.3443,-93.85,935,2021,3,19,36.289,
Becker,45.3443,-93.85,935,2021,3,20,46.359,
Becker,45.3443,-93.85,935,2021,3,21,50.229,
Becker,45.3443,-93.85,935,2021,3,22,43.824,
Becker,45.3443,-93.85,935,2021,3,23,44.139,
Becker,45.3443,-93.85,935,2021,3,24,36.722,
Becker,45.3443,-93.85,935,2021,3,25,36.935,
Becker,45.3443,-93.85,935,2021,3,26,35.874,
Becker,45.3443,-93.85,935,2021,3,27,38.259,
Becker,45.3443,-93.85,935,2021,3,28,36.826,
Becker,45.3443,-93.85,935,2021,3,29,56.682,
Becker,45.3443,-93.85,935,2021,3,30,37.929,
Becker,45.3443,-93.85,935,2021,3,31,25.512,
Becker,45.3443,-93.85,935,2021,4,1,28.558,
Becker,45.3443,-93.85,935,2021,4,2,47.685,
Becker,45.3443,-93.85,935,2021,4,3,50.219,
Becker,45.3443,-93.85,935,2021,4,4,54.564,
Becker,45.3443,-93.85,935,2021,4,5,62.326,
Becker,45.3443,-93.85,935,2021,4,6,56.861,
Becker,45.3443,-93.85,935,2021,4,7,49.151,
Becker,45.3443,-93.85,935,2021,4,8,49.686,
Becker,45.3443,-93.85,935,2021,4,9,45.91,
Becker,45.3443,-93.85,935,2021,4,10,43.856,
Becker,45.3443,-93.85,935,2021,4,11,47.309,
Becker,45.3443,-93.85,935,2021,4,12,39.414,
Becker,45.3443,-93.85,935,2021,4,13,31.335,
Becker,45.3443,-93.85,935,2021,4,14,38.06,
Becker,45.3443,-93.85,935,2021,4,15,41.661,
Becker,45.3443,-93.85,935,2021,4,16,46.27,
Becker,45.3443,-93.85,935,2021,4,17,47.479,
Berthold,48.38,-101.822,2132,2021,3,19,43.575,
Berthold,48.38,-101.822,2132,2021,3,20,46.419,
Berthold,48.38,-101.822,2132,2021,3,21,36.159,
Berthold,48.38,-101.822,2132,2021,3,22,36.801,
Berthold,48.38,-101.822,2132,2021,3,23,35.141,
Berthold,48.38,-101.822,2132,2021,3,24,30.868,
Berthold,48.38,-101.822,2132,2021,3,25,40.943,
Berthold,48.38,-101.822,2132,2021,3,26,34.908,
Berthold,48.38,-101.822,2132,2021,3,27,30.259,
Berthold,48.38,-101.822,2132,2021,3,28,40.1,
Berthold,48.38,-101.822,2132,2021,3,29,35.758,
Berthold,48.38,-101.822,2132,2021,3,30,16.527,
Berthold,48.38,-101.822,2132,2021,3,31,21.716,
Berthold,48.38,-101.822,2132,2021,4,1,44.831,
Berthold,48.38,-101.822,2132,2021,4,2,49.54,
Berthold,48.38,-101.822,2132,2021,4,3,52.138,
Berthold,48.38,-101.822,2132,2021,4,4,45.04,
Berthold,48.38,-101.822,2132,2021,4,5,43.737,
Berthold,48.38,-101.822,2132,2021,4,6,41.187,
Berthold,48.38,-101.822,2132,2021,4,7,45.537,
Berthold,48.38,-101.822,2132,2021,4,8,47.523,
Berthold,48.38,-101.822,2132,2021,4,9,38.883,
Berthold,48.38,-101.822,2132,2021,4,10,45.567,
Berthold,48.38,-101.822,2132,2021,4,11,39.544,
Berthold,48.38,-101.822,2132,2021,4,12,26.979,
Berthold,48.38,-101.822,2132,2021,4,13,20.998,
Berthold,48.38,-101.822,2132,2021,4,14,23.66,
Berthold,48.38,-101.822,2132,2021,4,15,31.17,
Berthold,48.38,-101.822,2132,2021,4,16,36.991,
Berthold,48.38,-101.822,2132,2021,4,17,42.616,
Bottineau,48.821,-100.76,1479,2021,3,19,42.78,
Bottineau,48.821,-100.76,1479,2021,3,20,45.558,
Bottineau,48.821,-100.76,1479,2021,3,21,38.117,
Bottineau,48.821,-100.76,1479,2021,3,22,32.864,
Bottineau,48.821,-100.76,1479,2021,3,23,35.908,
Bottineau,48.821,-100.76,1479,2021,3,24,31.178,
Bottineau,48.821,-100.76,1479,2021,3,25,41.682,
Bottineau,48.821,-100.76,1479,2021,3,26,33.618,
Bottineau,48.821,-100.76,1479,2021,3,27,27.83,
Bottineau,48.821,-100.76,1479,2021,3,28,32.333,
Bottineau,48.821,-100.76,1479,2021,3,29,40.121,
Bottineau,48.821,-100.76,1479,2021,3,30,21.288,
Bottineau,48.821,-100.76,1479,2021,3,31,19.189,
Bottineau,48.821,-100.76,1479,2021,4,1,40.064,
Bottineau,48.821,-100.76,1479,2021,4,2,46.977,
